-0.2214,2.796,0,0,3.1038,0,0.2214,2.796,0,
0.2214,2.796,0,0,2.4909,0,-0.2214,2.796,0,
0.01995,3.1524,0,0.01995,3.5304,0,0.37905,3.4116,0,
0.37905,3.4116,0,0.37905,3.0336,0,0.01995,3.1524,0,
0.25365,2.8065,0,0.03225002,3.1143,0,0.39135,2.9955,0,
0.39135,2.9955,0,0.6127499,2.6904,0,0.25365,2.8065,0,
0.01995,2.18445,0,0.37905,2.30055,0,0.37905,1.92255,0,
0.37905,1.92255,0,0.01995,1.80645,0,0.01995,2.18445,0,
0.25365,2.7726,0,0.6127499,2.6565,0,0.39135,2.3514,0,
0.39135,2.3514,0,0.03225002,2.4675,0,0.25365,2.7726,0,
0,2.4441,0,0.3591,2.328,0,0,2.2119,0,
0,2.2119,0,-0.3591,2.328,0,0,2.4441,0,
0.65265,3.11055,0,0.43125,3.41565,0,0.79035,3.53445,0,
0.79035,3.53445,0,1.01175,3.22665,0,0.65265,3.11055,0,
0.39135,3.44955,0,0.03225002,3.56835,0,0.25365,3.87345,0,
0.25365,3.87345,0,0.6127499,3.75735,0,0.39135,3.44955,0,
0.79035,3.5685,0,0.43125,3.4497,0,0.65265,3.7575,0,
0.65265,3.7575,0,1.01175,3.8736,0,0.79035,3.5685,0,
0.4113,3.01005,0,0.4113,3.38805,0,0.6327,3.08295,0,
0.6327,3.08295,0,0.6327,2.70495,0,0.4113,3.01005,0,
1.02405,2.81055,0,0.66495,2.69445,0,0.66495,3.07245,0,
0.66495,3.07245,0,1.02405,3.18855,0,1.02405,2.81055,0,
0.41895,0.95445,0,0.7780499,1.07055,0,0.7780499,0.6925501,0,
0.7780499,0.6925501,0,0.41895,0.57645,0,0.41895,0.95445,0,
0.65265,1.54545,0,1.01175,1.42665,0,0.79035,1.12155,0,
0.79035,1.12155,0,0.43125,1.23765,0,0.65265,1.54545,0,
0.399,1.2141,0,0.7581,1.098,0,0.399,0.9819,0,
0.399,0.9819,0,0.0399,1.098,0,0.399,1.2141,0,
-0.2214,0.339,0,0,0.6441,0,0.2214,0.339,0,
0.2214,0.339,0,0,0.03390002,0,-0.2214,0.339,0,
0.01995,0.6925501,0,0.01995,1.07055,0,0.37905,0.95445,0,
0.37905,0.95445,0,0.37905,0.57645,0,0.01995,0.6925501,0,
0.25365,0.3495,0,0.03225002,0.6546,0,0.39135,0.5385,0,
0.39135,0.5385,0,0.6127499,0.2307,0,0.25365,0.3495,0,
0.8986501,2.30445,0,1.25775,2.18835,0,1.03635,1.88055,0,
1.03635,1.88055,0,0.67725,1.99935,0,0.8986501,2.30445,0,
1.3101,2.18445,0,1.6719,2.30055,0,1.6719,1.92255,0,
1.6719,1.92255,0,1.3101,1.80645,0,1.3101,2.18445,0,
1.0563,1.8531,0,1.2777,2.1609,0,1.2777,1.7829,0,
1.2777,1.7829,0,1.0563,1.4751,0,1.0563,1.8531,0,
